transaction_id,account_id,customer_id,merchant_id,device_id,txn_ts,channel,currency, amount_usd ,txn_status,decline_reason,geo_country,geo_region,geo_city,is_international,rule_geo_intl_ecom,rule_high_risk_merchant,rule_low_trust_device,rule_high_amount,rule_decline_flag,rule_velocity_flag,rule_decline_streak_24h
TXN-20260124-000024,ACC-00091114,ACC-00091193,MER-10020,DEV-10089,9:57:27 PM,ACH,USD," $ 3,467 ",DECLINED,HIGH_RISK_MERCHANT,US,CO,Denver,FALSE,0,1,1,1,1,0,0
TXN-20260124-000025,ACC-00091029,ACC-00091134,MER-10097,DEV-10239,2:44:39 PM,ECOM,USD," $ 2,123 ",DECLINED,HIGH_RISK_MERCHANT,BR,SP,Sao Paulo,TRUE,1,1,0,1,1,0,0
TXN-20260124-000026,ACC-00091199,ACC-00091118,MER-10074,DEV-10212,7:58:20 PM,ECOM,USD, $ 230 ,APPROVED,,US,GA,Atlanta,FALSE,0,0,0,0,0,0,0
TXN-20260124-000027,ACC-00091261,ACC-00091196,MER-10088,DEV-10162,10:32:00 AM,CARD_PRESENT,USD, $ 126 ,APPROVED,,US,TX,Dallas,FALSE,0,0,0,0,0,0,0
TXN-20260124-000028,ACC-00091038,ACC-00091185,MER-10039,DEV-10225,5:36:17 AM,ECOM,USD, $ 578 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000029,ACC-00091150,ACC-00091138,MER-10023,DEV-10090,2:36:52 AM,ECOM,USD," $ 1,561 ",DECLINED,HIGH_RISK_MERCHANT,US,CA,Los Angeles,FALSE,0,1,0,1,1,0,0
TXN-20260124-000030,ACC-00091205,ACC-00091171,MER-10119,DEV-10232,9:15:52 PM,CARD_PRESENT,USD," $ 1,605 ",APPROVED,,US,GA,Atlanta,FALSE,0,1,0,1,0,0,0
TXN-20260124-000031,ACC-00091006,ACC-00091161,MER-10018,DEV-10303,7:54:09 PM,ECOM,USD, $ 29 ,DECLINED,DO_NOT_HONOR,US,GA,Atlanta,FALSE,0,0,0,0,1,0,0
TXN-20260124-000032,ACC-00091108,ACC-00091070,MER-10097,DEV-10270,10:00:27 PM,ECOM,USD," $ 2,339 ",APPROVED,,NG,LA,Lagos,TRUE,1,1,1,1,0,0,0
TXN-20260124-000033,ACC-00091109,ACC-00091034,MER-10114,DEV-10306,5:16:43 PM,ECOM,USD, $ 77 ,APPROVED,,US,TX,Austin,FALSE,0,0,0,0,0,0,0
TXN-20260124-000034,ACC-00091180,ACC-00091094,MER-10003,DEV-10246,10:14:00 AM,ECOM,USD," $ 1,756 ",APPROVED,,US,IL,Chicago,FALSE,0,0,0,1,0,0,0
TXN-20260124-000035,ACC-00091154,ACC-00091059,MER-10074,DEV-10003,12:15:50 AM,ECOM,USD," $ 1,172 ",APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000036,ACC-00091026,ACC-00091243,MER-10014,DEV-10143,7:47:06 PM,ACH,USD," $ 4,209 ",APPROVED,,US,CA,San Francisco,FALSE,0,0,1,1,0,0,0
TXN-20260124-000037,ACC-00091244,ACC-00091105,MER-10077,DEV-10198,11:04:07 AM,CARD_PRESENT,USD, $ 50 ,DECLINED,DO_NOT_HONOR,US,NY,New York,FALSE,0,0,0,0,1,0,0
TXN-20260124-000038,ACC-00091147,ACC-00091115,MER-10012,DEV-10139,5:46:49 PM,ECOM,USD, $ 632 ,APPROVED,,US,GA,Atlanta,FALSE,0,0,0,0,0,1,0
TXN-20260124-000039,ACC-00091228,ACC-00091119,MER-10008,DEV-10178,7:34:51 PM,ECOM,USD, $ 135 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000040,ACC-00091085,ACC-00091154,MER-10031,DEV-10196,10:21:32 AM,CARD_PRESENT,USD," $ 1,372 ",APPROVED,,US,AZ,Phoenix,FALSE,0,0,1,0,0,0,0
TXN-20260124-000041,ACC-00091008,ACC-00091231,MER-10061,DEV-10108,8:42:37 PM,ACH,USD," $ 3,050 ",DECLINED,MFA_REQUIRED,US,AZ,Phoenix,FALSE,0,0,0,1,1,0,0
TXN-20260124-000042,ACC-00091259,ACC-00091174,MER-10057,DEV-10117,12:39:08 PM,ECOM,USD, $ 141 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000043,ACC-00091005,ACC-00091141,MER-10057,DEV-10193,7:25:28 PM,CARD_PRESENT,USD, $ 49 ,APPROVED,,US,CA,San Francisco,FALSE,0,0,0,0,0,0,0
TXN-20260124-000044,ACC-00091091,ACC-00091231,MER-10050,DEV-10240,10:25:26 AM,CARD_PRESENT,USD, $ 268 ,DECLINED,INSUFFICIENT_FUNDS,US,NY,New York,FALSE,0,0,0,0,1,0,0
TXN-20260124-000045,ACC-00091062,ACC-00091008,MER-10034,DEV-10071,5:11:36 AM,CARD_PRESENT,USD, $ 165 ,DECLINED,INSUFFICIENT_FUNDS,US,CA,San Francisco,FALSE,0,0,0,0,1,0,0
TXN-20260124-000046,ACC-00091239,ACC-00091078,MER-10035,DEV-10146,10:20:00 AM,CARD_PRESENT,USD, $ 505 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,1,0,0,0,0
TXN-20260124-000047,ACC-00091067,ACC-00091064,MER-10020,DEV-10311,2:44:04 PM,ACH,USD, $ 770 ,APPROVED,,BR,SP,Sao Paulo,TRUE,1,1,0,0,0,0,0
TXN-20260124-000048,ACC-00091011,ACC-00091142,MER-10090,DEV-10292,4:28:01 PM,ECOM,USD, $ 706 ,DECLINED,HIGH_RISK_MERCHANT,US,WA,Seattle,FALSE,0,1,0,0,1,0,0
TXN-20260124-000049,ACC-00091068,ACC-00091215,MER-10049,DEV-10181,1:40:02 AM,ECOM,USD," $ 1,685 ",APPROVED,,US,NY,New York,FALSE,0,1,0,1,0,0,0
TXN-20260124-000050,ACC-00091256,ACC-00091003,MER-10090,DEV-10081,5:14:05 PM,CARD_PRESENT,USD, $ 215 ,APPROVED,,US,IL,Chicago,FALSE,0,1,0,0,0,1,0
TXN-20260124-000051,ACC-00091052,ACC-00091198,MER-10015,DEV-10211,5:09:59 AM,ECOM,USD," $ 2,961 ",DECLINED,HIGH_RISK_MERCHANT,US,CO,Denver,FALSE,0,1,0,1,1,0,0
TXN-20260124-000052,ACC-00091070,ACC-00091192,MER-10034,DEV-10269,12:04:25 PM,CARD_PRESENT,USD, $ 83 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000053,ACC-00091178,ACC-00091029,MER-10110,DEV-10249,8:10:30 PM,CARD_PRESENT,USD, $ 152 ,APPROVED,,US,TX,Austin,FALSE,0,0,0,0,0,0,0
TXN-20260124-000054,ACC-00091009,ACC-00091216,MER-10005,DEV-10175,7:43:23 PM,ECOM,USD, $ 40 ,APPROVED,,US,TX,Houston,FALSE,0,0,0,0,0,0,0
TXN-20260124-000055,ACC-00091025,ACC-00091192,MER-10006,DEV-10194,10:50:00 AM,CARD_PRESENT,USD," $ 1,092 ",APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000056,ACC-00091067,ACC-00091144,MER-10076,DEV-10081,4:20:22 PM,ECOM,USD, $ 33 ,APPROVED,,US,GA,Atlanta,FALSE,0,0,0,0,0,0,0
TXN-20260124-000057,ACC-00091056,ACC-00091045,MER-10119,DEV-10093,2:38:28 PM,ECOM,USD," $ 2,000 ",APPROVED,,GB,SCT,Edinburgh,TRUE,1,1,0,1,0,0,0
TXN-20260124-000058,ACC-00091219,ACC-00091102,MER-10043,DEV-10041,9:54:43 AM,ECOM,USD, $ 50 ,APPROVED,,US,IL,Chicago,FALSE,0,0,0,0,0,0,0
TXN-20260124-000059,ACC-00091191,ACC-00091093,MER-10086,DEV-10118,4:24:04 PM,ACH,USD," $ 3,739 ",DECLINED,INSUFFICIENT_FUNDS,US,AZ,Phoenix,FALSE,0,0,0,1,1,0,0
TXN-20260124-000060,ACC-00091030,ACC-00091091,MER-10104,DEV-10233,10:18:00 AM,ECOM,USD," $ 1,402 ",APPROVED,,US,IL,Chicago,FALSE,0,0,1,0,0,0,0
TXN-20260124-000061,ACC-00091233,ACC-00091214,MER-10020,DEV-10284,8:24:54 AM,ACH,USD," $ 1,281 ",APPROVED,,US,GA,Atlanta,FALSE,0,1,1,0,0,0,0
TXN-20260124-000062,ACC-00091135,ACC-00091194,MER-10115,DEV-10309,3:02:15 AM,CARD_PRESENT,USD, $ 362 ,APPROVED,,AU,NSW,Sydney,TRUE,1,0,0,0,0,0,0
TXN-20260124-000063,ACC-00091075,ACC-00091054,MER-10117,DEV-10151,7:44:53 PM,CARD_PRESENT,USD, $ 161 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,1,0,0,0,0
TXN-20260124-000064,ACC-00091028,ACC-00091249,MER-10119,DEV-10134,9:14:04 PM,CARD_PRESENT,USD, $ 273 ,APPROVED,,US,NY,New York,FALSE,0,1,0,0,0,0,0
TXN-20260124-000065,ACC-00091077,ACC-00091233,MER-10094,DEV-10018,2:51:45 PM,ECOM,USD, $ 113 ,APPROVED,,US,CO,Denver,FALSE,0,1,0,0,0,0,0
TXN-20260124-000066,ACC-00091007,ACC-00091005,MER-10090,DEV-10033,10:38:00 AM,ECOM,USD, $ 387 ,APPROVED,,US,CO,Denver,FALSE,0,1,0,0,0,0,0
TXN-20260124-000067,ACC-00091224,ACC-00091012,MER-10096,DEV-10214,8:39:23 AM,ECOM,USD, $ 102 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000068,ACC-00091137,ACC-00091100,MER-10099,DEV-10214,3:29:32 PM,ECOM,USD, $ 17 ,APPROVED,,US,CA,San Francisco,FALSE,0,0,0,0,0,0,0
TXN-20260124-000069,ACC-00091207,ACC-00091104,MER-10001,DEV-10242,7:20:56 AM,CARD_PRESENT,USD, $ 242 ,APPROVED,,US,WA,Seattle,FALSE,0,0,1,0,0,0,0
TXN-20260124-000070,ACC-00091197,ACC-00091181,MER-10071,DEV-10275,1:55:26 PM,CARD_PRESENT,USD," $ 1,635 ",APPROVED,,US,CA,San Francisco,FALSE,0,0,0,1,0,0,0
TXN-20260124-000071,ACC-00091002,ACC-00091210,MER-10083,DEV-10189,12:38:29 PM,CARD_PRESENT,USD, $ 120 ,APPROVED,,JP,CO,Seattle,TRUE,1,0,1,0,0,0,0
TXN-20260124-000072,ACC-00091140,ACC-00091138,MER-10100,DEV-10075,10:02:00 AM,ECOM,USD, $ 158 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000073,ACC-00091016,ACC-00091030,MER-10026,DEV-10232,6:37:32 PM,ECOM,USD, $ 46 ,APPROVED,,US,IL,Chicago,FALSE,0,0,0,0,0,0,0
TXN-20260124-000074,ACC-00091096,ACC-00091231,MER-10030,DEV-10127,9:03:12 PM,ECOM,USD," $ 3,061 ",APPROVED,,US,IL,Chicago,FALSE,0,1,1,1,0,0,0
TXN-20260124-000075,ACC-00091050,ACC-00091070,MER-10104,DEV-10259,2:48:39 AM,ECOM,USD," $ 1,608 ",APPROVED,,US,TX,Dallas,FALSE,0,0,0,1,0,0,0
TXN-20260124-000076,ACC-00091260,ACC-00091063,MER-10059,DEV-10125,8:40:56 AM,CARD_PRESENT,USD, $ 75 ,APPROVED,,US,CO,Denver,FALSE,0,0,0,0,0,0,0
TXN-20260124-000077,ACC-00091069,ACC-00091144,MER-10074,DEV-10268,6:57:56 PM,ECOM,USD," $ 1,573 ",DECLINED,DO_NOT_HONOR,US,GA,Atlanta,FALSE,0,0,0,1,1,0,0
TXN-20260124-000078,ACC-00091059,ACC-00091253,MER-10075,DEV-10162,10:36:18 AM,ECOM,USD," $ 2,342 ",DECLINED,HIGH_RISK_MERCHANT,US,NY,New York,FALSE,0,1,0,1,1,0,0
TXN-20260124-000079,ACC-00091106,ACC-00091018,MER-10077,DEV-10157,12:05:25 PM,ECOM,USD, $ 108 ,APPROVED,,IN,MH,Mumbai,TRUE,1,0,1,0,0,0,0
TXN-20260124-000080,ACC-00091007,ACC-00091182,MER-10090,DEV-10147,11:56:07 AM,ECOM,USD," $ 2,111 ",APPROVED,,US,IL,Chicago,FALSE,0,1,0,1,0,0,0
TXN-20260124-000081,ACC-00091176,ACC-00091122,MER-10021,DEV-10130,5:32:42 AM,ECOM,USD, $ 518 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000082,ACC-00091055,ACC-00091177,MER-10073,DEV-10256,3:07:14 PM,ECOM,USD," $ 1,678 ",APPROVED,,US,CA,San Francisco,FALSE,0,0,0,1,0,0,0
TXN-20260124-000083,ACC-00091050,ACC-00091254,MER-10034,DEV-10024,10:36:18 PM,ECOM,USD, $ 40 ,APPROVED,,US,CA,San Francisco,FALSE,0,0,1,0,0,0,0
TXN-20260124-000084,ACC-00091110,ACC-00091082,MER-10090,DEV-10155,11:36:23 PM,ECOM,USD," $ 1,108 ",APPROVED,,US,IL,Seattle,FALSE,0,1,0,0,0,0,0
TXN-20260124-000085,ACC-00091131,ACC-00091149,MER-10119,DEV-10148,11:24:54 PM,ECOM,USD," $ 1,759 ",APPROVED,,US,AZ,Phoenix,FALSE,0,1,0,1,0,0,0
TXN-20260124-000086,ACC-00091104,ACC-00091058,MER-10090,DEV-10209,3:38:16 PM,CARD_PRESENT,USD, $ 445 ,APPROVED,,US,CO,Denver,FALSE,0,1,0,0,0,0,0
TXN-20260124-000087,ACC-00091035,ACC-00091139,MER-10062,DEV-10245,2:52:21 PM,CARD_PRESENT,USD, $ 447 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,0,0,0,0,0
TXN-20260124-000088,ACC-00091127,ACC-00091071,MER-10010,DEV-10042,9:30:11 PM,CARD_PRESENT,USD, $ 842 ,APPROVED,,US,NY,New York,FALSE,0,0,0,0,0,0,0
TXN-20260124-000089,ACC-00091054,ACC-00091043,MER-10023,DEV-10120,3:05:34 AM,ECOM,USD, $ 873 ,DECLINED,DO_NOT_HONOR,US,NY,New York,FALSE,0,1,0,0,1,0,0
TXN-20260124-000090,ACC-00091110,ACC-00091030,MER-10010,DEV-10187,2:17:57 PM,CARD_PRESENT,USD," $ 1,099 ",APPROVED,,US,TX,Austin,FALSE,0,0,1,0,0,0,0
TXN-20260124-000091,ACC-00091017,ACC-00091033,MER-10011,DEV-10216,4:30:17 PM,ECOM,USD," $ 1,360 ",APPROVED,,AU,NSW,Sydney,TRUE,1,1,0,0,0,0,0
TXN-20260124-000092,ACC-00091017,ACC-00091066,MER-10094,DEV-10003,3:16:44 AM,ECOM,USD," $ 1,199 ",DECLINED,HIGH_RISK_MERCHANT,US,CA,San Francisco,FALSE,0,1,0,0,1,0,0
TXN-20260124-000093,ACC-00091029,ACC-00091166,MER-10067,DEV-10123,4:46:05 PM,ECOM,USD, $ 13 ,APPROVED,,US,CO,Denver,FALSE,0,0,1,0,0,0,0
TXN-20260124-000094,ACC-00091217,ACC-00091013,MER-10042,DEV-10306,10:45:00 AM,ECOM,USD, $ 225 ,APPROVED,,BR,SP,Sao Paulo,TRUE,1,0,0,0,0,0,0
TXN-20260124-000095,ACC-00091083,ACC-00091127,MER-10002,DEV-10301,12:17:07 AM,ECOM,USD, $ 39 ,APPROVED,,US,IL,Chicago,FALSE,0,0,0,0,0,0,0
TXN-20260124-000096,ACC-00091220,ACC-00091076,MER-10108,DEV-10006,7:11:46 PM,ECOM,USD, $ 265 ,DECLINED,,US,CO,Denver,FALSE,0,1,0,0,1,0,0
TXN-20260124-000097,ACC-00091197,ACC-00091170,MER-10114,DEV-10282,9:38:00 PM,ECOM,USD, $ 24 ,APPROVED,,US,NY,New York,FALSE,0,0,1,0,0,0,0
TXN-20260124-000098,ACC-00091221,ACC-00091175,MER-10052,DEV-10036,8:24:58 PM,ECOM,USD, $ 48 ,DECLINED,,US,AZ,Phoenix,FALSE,0,0,1,0,1,0,0
TXN-20260124-000099,ACC-00091256,ACC-00091160,MER-10028,DEV-10065,12:47:17 AM,ECOM,USD, $ 560 ,APPROVED,,US,IL,Chicago,FALSE,0,0,1,0,0,0,0
TXN-20260124-000100,ACC-00091256,ACC-00091079,MER-10094,DEV-10136,3:07:04 AM,CARD_PRESENT,USD, $ 94 ,APPROVED,,US,TX,Dallas,FALSE,0,1,0,0,0,0,0
TXN-20260124-000101,ACC-00091109,ACC-00091255,MER-10068,DEV-10165,10:01:00 AM,ECOM,USD, $ 490 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,0,0,0,0,0
TXN-20260124-000102,ACC-00091098,ACC-00091018,MER-10068,DEV-10130,9:20:07 AM,ECOM,USD, $ 124 ,APPROVED,,US,CA,San Francisco,FALSE,0,0,0,0,0,0,0
TXN-20260124-000103,ACC-00091119,ACC-00091169,MER-10108,DEV-10049,7:42:22 AM,ECOM,USD," $ 3,369 ",APPROVED,,AU,NSW,Sydney,TRUE,1,1,0,1,0,0,0
TXN-20260124-000104,ACC-00091055,ACC-00091164,MER-10100,DEV-10223,6:53:56 AM,ECOM,USD, $ 60 ,APPROVED,,US,CO,Denver,FALSE,0,0,1,0,0,0,0
TXN-20260124-000105,ACC-00091013,ACC-00091135,MER-10020,DEV-10142,11:51:01 AM,ACH,USD," $ 4,044 ",APPROVED,,US,CO,Denver,FALSE,0,1,1,1,0,0,0
TXN-20260124-000106,ACC-00091216,ACC-00091154,MER-10009,DEV-10223,10:11:00 AM,ECOM,USD, $ 198 ,APPROVED,,US,AZ,Phoenix,FALSE,0,0,1,0,0,0,0
TXN-20260124-000107,ACC-00091132,ACC-00091016,MER-10019,DEV-10049,7:59:03 AM,ECOM,USD, $ 906 ,APPROVED,,US,WA,Seattle,FALSE,0,1,0,0,0,0,0
TXN-20260124-000108,ACC-00091112,ACC-00091225,MER-10047,DEV-10133,8:44:33 AM,CARD_PRESENT,USD, $ 171 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,0,0,0,0,0
TXN-20260124-000109,ACC-00091076,ACC-00091011,MER-10029,DEV-10111,3:49:33 AM,ECOM,USD, $ 131 ,APPROVED,,CA,BC,Vancouver,TRUE,1,0,1,0,0,0,0
TXN-20260124-000110,ACC-00091198,ACC-00091239,MER-10048,DEV-10084,4:58:29 AM,ECOM,USD, $ 325 ,DECLINED,DO_NOT_HONOR,US,NY,New York,FALSE,0,0,0,0,1,0,0
TXN-20260124-000111,ACC-00091189,ACC-00091261,MER-10084,DEV-10030,6:44:45 AM,ECOM,USD," $ 1,822 ",APPROVED,,US,GA,Atlanta,FALSE,0,1,0,1,0,0,0
TXN-20260124-000112,ACC-00091174,ACC-00091053,MER-10020,DEV-10230,4:14:26 PM,ACH,USD," $ 1,189 ",APPROVED,,GB,SCT,Edinburgh,TRUE,1,1,0,0,0,0,0
TXN-20260124-000113,ACC-00091087,ACC-00091156,MER-10116,DEV-10320,7:54:16 PM,ECOM,USD, $ 489 ,APPROVED,,US,CA,Los Angeles,FALSE,0,0,0,0,0,0,0
TXN-20260124-000114,ACC-00091192,ACC-00091097,MER-10075,DEV-10072,9:21:55 PM,CARD_PRESENT,USD," $ 1,497 ",APPROVED,,US,WA,Seattle,FALSE,0,1,0,0,0,0,0
TXN-20260124-000115,ACC-00091130,ACC-00091051,MER-10110,DEV-10307,3:48:35 AM,ECOM,USD, $ 117 ,APPROVED,,US,TX,Houston,FALSE,0,0,0,0,0,0,0
TXN-20260124-000116,ACC-00091240,ACC-00091244,MER-10119,DEV-10024,12:22:21 AM,ECOM,USD," $ 1,560 ",APPROVED,,US,IL,Chicago,FALSE,0,1,1,1,0,0,0
TXN-20260124-000117,ACC-00091249,ACC-00091079,MER-10020,DEV-10164,4:54:43 AM,ACH,USD," $ 3,000 ",APPROVED,,IN,DL,Delhi,TRUE,1,1,0,1,0,0,0
TXN-20260124-000118,ACC-00091033,ACC-00091028,MER-10013,DEV-10302,10:26:00 AM,ECOM,USD, $ 519 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,1,0
TXN-20260124-000119,ACC-00091151,ACC-00091006,MER-10075,DEV-10259,3:11:06 PM,CARD_PRESENT,USD," $ 3,184 ",APPROVED,,US,NY,New York,FALSE,0,1,0,1,0,0,0
TXN-20260124-000120,ACC-00091036,ACC-00091003,MER-10097,DEV-10135,9:43:50 AM,CARD_PRESENT,USD, $ 808 ,DECLINED,HIGH_RISK_MERCHANT,US,CO,Denver,FALSE,0,1,1,0,1,0,0
TXN-20260124-000121,ACC-00091212,ACC-00091115,MER-10047,DEV-10173,5:08:43 PM,CARD_PRESENT,USD, $ 42 ,DECLINED,INSUFFICIENT_FUNDS,US,CA,San Francisco,FALSE,0,0,1,0,1,0,0
TXN-20260124-000122,ACC-00091191,ACC-00091060,MER-10065,DEV-10309,10:15:19 AM,ECOM,USD, $ 702 ,DECLINED,GEO_MISMATCH,GB,ENG,London,TRUE,1,1,0,0,1,0,0
TXN-20260124-000123,ACC-00091240,ACC-00091229,MER-10116,DEV-10040,10:19:00 AM,ECOM,USD, $ 135 ,APPROVED,,US,WA,Seattle,FALSE,0,0,1,0,0,0,0
TXN-20260124-000124,ACC-00091004,ACC-00091022,MER-10029,DEV-10294,2:04:45 PM,ECOM,USD, $ 311 ,APPROVED,,US,WA,Seattle,FALSE,0,0,0,0,0,0,0
TXN-20260124-000125,ACC-00091158,ACC-00091129,MER-10119,DEV-10024,8:35:42 AM,ECOM,USD, $ 314 ,APPROVED,,US,WA,Seattle,FALSE,0,1,1,0,0,0,0
TXN-20260124-000126,ACC-00091084,ACC-00091201,MER-10014,DEV-10142,4:02:18 PM,ACH,USD," $ 1,114 ",APPROVED,,NG,LA,Lagos,TRUE,1,0,1,0,0,0,0
TXN-20260124-000127,ACC-00091182,ACC-00091258,MER-10032,DEV-10240,5:03:48 PM,ECOM,USD," $ 1,180 ",APPROVED,,IN,MH,Mumbai,TRUE,1,1,0,0,0,0,0
TXN-20260124-000128,ACC-00091222,ACC-00091089,MER-10103,DEV-10265,4:06:29 PM,ECOM,USD, $ 53 ,APPROVED,,US,WA,Seattle,FALSE,0,0,1,0,0,0,0
TXN-20260124-000129,ACC-00091249,ACC-00091148,MER-10052,DEV-10203,8:15:35 AM,CARD_PRESENT,USD, $ 87 ,APPROVED,,US,GA,Atlanta,FALSE,0,0,0,0,0,0,0
TXN-20260124-000130,ACC-00091024,ACC-00091062,MER-10091,DEV-10058,6:40:36 PM,ECOM,USD," $ 1,857 ",APPROVED,,US,WA,Seattle,FALSE,0,0,0,1,0,0,0
